Frame_1,Time_1,Box Detected_1,Box Detected_2,Box Detected_3,Box Detected_4,Box Estimated_1,Box Estimated_2,Box Estimated_3,Box Estimated_4,Distance Lidar_1,Distance Estimated_1,State Predict_1,State Predict_2,State Predict_3,State Predict_4,State Predict_5,State Predict_6,StateCov Predict_1,StateCov Predict_2,StateCov Predict_3,StateCov Predict_4,StateCov Predict_5,StateCov Predict_6,StateCov Predict_7,StateCov Predict_8,StateCov Predict_9,StateCov Predict_10,StateCov Predict_11,StateCov Predict_12,StateCov Predict_13,StateCov Predict_14,StateCov Predict_15,StateCov Predict_16,StateCov Predict_17,StateCov Predict_18,StateCov Predict_19,StateCov Predict_20,StateCov Predict_21,StateCov Predict_22,StateCov Predict_23,StateCov Predict_24,StateCov Predict_25,StateCov Predict_26,StateCov Predict_27,StateCov Predict_28,StateCov Predict_29,StateCov Predict_30,StateCov Predict_31,StateCov Predict_32,StateCov Predict_33,StateCov Predict_34,StateCov Predict_35,StateCov Predict_36,Measure Cov_1,Measure Cov_2,Measure Cov_3,Measure Cov_4,Measure Cov_5,Measure Cov_6,Measure Cov_7,Measure Cov_8,Measure Cov_9,State Correct_1,State Correct_2,State Correct_3,State Correct_4,State Correct_5,State Correct_6,StateCov Correct_1,StateCov Correct_2,StateCov Correct_3,StateCov Correct_4,StateCov Correct_5,StateCov Correct_6,StateCov Correct_7,StateCov Correct_8,StateCov Correct_9,StateCov Correct_10,StateCov Correct_11,StateCov Correct_12,StateCov Correct_13,StateCov Correct_14,StateCov Correct_15,StateCov Correct_16,StateCov Correct_17,StateCov Correct_18,StateCov Correct_19,StateCov Correct_20,StateCov Correct_21,StateCov Correct_22,StateCov Correct_23,StateCov Correct_24,StateCov Correct_25,StateCov Correct_26,StateCov Correct_27,StateCov Correct_28,StateCov Correct_29,StateCov Correct_30,StateCov Correct_31,StateCov Correct_32,StateCov Correct_33,StateCov Correct_34,StateCov Correct_35,StateCov Correct_36,Kalman Gain_1,Kalman Gain_2,Kalman Gain_3,Kalman Gain_4,Kalman Gain_5,Kalman Gain_6,Kalman Gain_7,Kalman Gain_8,Kalman Gain_9,Kalman Gain_10,Kalman Gain_11,Kalman Gain_12,Kalman Gain_13,Kalman Gain_14,Kalman Gain_15,Kalman Gain_16,Kalman Gain_17,Kalman Gain_18
82,4.2447159999999995,271,252,316,291,270,252,315,290,79.8556456,74.0264,293.00323486328125,-0.018966682255268097,271.0,0.0,74.0263900756836,0.013247491791844368,323.1129455566406,22.047992706298828,0.0,0.0,0.0,0.0,22.047988891601562,23.479963302612305,0.0,0.0,0.0,0.0,0.0,0.0,323.1129455566406,22.047992706298828,0.0,0.0,0.0,0.0,22.047988891601562,23.479963302612305,0.0,0.0,0.0,0.0,0.0,0.0,323.1129455566406,22.047992706298828,0.0,0.0,0.0,0.0,22.047988891601562,23.479963302612305,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,293.00323486328125,-0.018966682255268097,271.0,0.0,74.0263900756836,0.013247491791844368,0.9969438314437866,0.06803223490715027,0.0,0.0,0.0,0.0,0.06802762299776077,21.980134963989258,0.0,0.0,0.0,0.0,0.0,0.0,0.9969438314437866,0.06803223490715027,0.0,0.0,0.0,0.0,0.06802762299776077,21.980134963989258,0.0,0.0,0.0,0.0,0.0,0.0,0.9969438314437866,0.06803223490715027,0.0,0.0,0.0,0.0,0.06802762299776077,21.980134963989258,0.9969145655632019,0.0680256262421608,0.0,0.0,0.0,0.0,0.0,0.0,0.9969145655632019,0.0680256262421608,0.0,0.0,0.0,0.0,0.0,0.0,0.9969145655632019,0.0680256262421608
83,4.282198,271,252,317,291,270,252,316,290,79.85892644,72.2837,293.9968566894531,0.05013066157698631,271.0,0.0,72.28368377685547,-0.10657258331775665,323.1131286621094,22.048166275024414,0.0,0.0,0.0,0.0,22.04816246032715,23.480134963989258,0.0,0.0,0.0,0.0,0.0,0.0,323.1131286621094,22.048166275024414,0.0,0.0,0.0,0.0,22.04816246032715,23.480134963989258,0.0,0.0,0.0,0.0,0.0,0.0,323.1131286621094,22.048166275024414,0.0,0.0,0.0,0.0,22.04816246032715,23.480134963989258,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,293.9968566894531,0.05013066157698631,271.0,0.0,72.28368377685547,-0.10657258331775665,0.9969058632850647,0.06802964955568314,0.0,0.0,0.0,0.0,0.06802552938461304,21.980283737182617,0.0,0.0,0.0,0.0,0.0,0.0,0.9969058632850647,0.06802964955568314,0.0,0.0,0.0,0.0,0.06802552938461304,21.980283737182617,0.0,0.0,0.0,0.0,0.0,0.0,0.9969058632850647,0.06802964955568314,0.0,0.0,0.0,0.0,0.06802552938461304,21.980283737182617,0.9969146847724915,0.06802613288164139,0.0,0.0,0.0,0.0,0.0,0.0,0.9969146847724915,0.06802613288164139,0.0,0.0,0.0,0.0,0.0,0.0,0.9969146847724915,0.06802613288164139
84,4.32048,271,252,317,291,271,252,317,290,79.85892644,72.2779,294.0001525878906,0.046933613717556,271.0,0.0,72.27793884277344,-0.09969218075275421,323.1132507324219,22.04831314086914,0.0,0.0,0.0,0.0,22.048309326171875,23.480283737182617,0.0,0.0,0.0,0.0,0.0,0.0,323.1132507324219,22.04831314086914,0.0,0.0,0.0,0.0,22.048309326171875,23.480283737182617,0.0,0.0,0.0,0.0,0.0,0.0,323.1132507324219,22.04831314086914,0.0,0.0,0.0,0.0,22.048309326171875,23.480283737182617,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,294.0001525878906,0.046933613717556,271.0,0.0,72.27793884277344,-0.09969218075275421,0.9969062209129333,0.06803099066019058,0.0,0.0,0.0,0.0,0.06802598387002945,21.98041343688965,0.0,0.0,0.0,0.0,0.0,0.0,0.9969062209129333,0.06803099066019058,0.0,0.0,0.0,0.0,0.06802598387002945,21.98041343688965,0.0,0.0,0.0,0.0,0.0,0.0,0.9969062209129333,0.06803099066019058,0.0,0.0,0.0,0.0,0.06802598387002945,21.98041343688965,0.9969146847724915,0.06802655756473541,0.0,0.0,0.0,0.0,0.0,0.0,0.9969146847724915,0.06802655756473541,0.0,0.0,0.0,0.0,0.0,0.0,0.9969146847724915,0.06802655756473541
85,4.359444,271,252,317,291,271,252,317,290,79.88845400000001,72.2779,294.0001525878906,0.043730318546295166,271.0,0.0,72.27794647216797,-0.09288907051086426,323.1133728027344,22.048444747924805,0.0,0.0,0.0,0.0,22.048439025878906,23.48041343688965,0.0,0.0,0.0,0.0,0.0,0.0,323.1133728027344,22.048444747924805,0.0,0.0,0.0,0.0,22.048439025878906,23.48041343688965,0.0,0.0,0.0,0.0,0.0,0.0,323.1133728027344,22.048444747924805,0.0,0.0,0.0,0.0,22.048439025878906,23.48041343688965,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,294.0001525878906,0.043730318546295166,271.0,0.0,72.27794647216797,-0.09288907051086426,0.9969066381454468,0.06803151965141296,0.0,0.0,0.0,0.0,0.06802638620138168,21.980525970458984,0.0,0.0,0.0,0.0,0.0,0.0,0.9969066381454468,0.06803151965141296,0.0,0.0,0.0,0.0,0.06802638620138168,21.980525970458984,0.0,0.0,0.0,0.0,0.0,0.0,0.9969066381454468,0.06803151965141296,0.0,0.0,0.0,0.0,0.06802638620138168,21.980525970458984,0.9969146847724915,0.06802693754434586,0.0,0.0,0.0,0.0,0.0,0.0,0.9969146847724915,0.06802693754434586,0.0,0.0,0.0,0.0,0.0,0.0,0.9969146847724915,0.06802693754434586
86,4.399292,271,252,317,291,271,252,317,290,79.88845400000001,72.278,294.0001220703125,0.04074499011039734,271.0,0.0,72.27796173095703,-0.08654940128326416,323.1134948730469,22.04855728149414,0.0,0.0,0.0,0.0,22.048551559448242,23.480525970458984,0.0,0.0,0.0,0.0,0.0,0.0,323.1134948730469,22.04855728149414,0.0,0.0,0.0,0.0,22.048551559448242,23.480525970458984,0.0,0.0,0.0,0.0,0.0,0.0,323.1134948730469,22.04855728149414,0.0,0.0,0.0,0.0,22.048551559448242,23.480525970458984,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,294.0001220703125,0.04074499011039734,271.0,0.0,72.27796173095703,-0.08654940128326416,0.9969069957733154,0.06803222745656967,0.0,0.0,0.0,0.0,0.06802672892808914,21.980623245239258,0.0,0.0,0.0,0.0,0.0,0.0,0.9969069957733154,0.06803222745656967,0.0,0.0,0.0,0.0,0.06802672892808914,21.980623245239258,0.0,0.0,0.0,0.0,0.0,0.0,0.9969069957733154,0.06803222745656967,0.0,0.0,0.0,0.0,0.06802672892808914,21.980623245239258,0.9969146847724915,0.06802725791931152,0.0,0.0,0.0,0.0,0.0,0.0,0.9969146847724915,0.06802725791931152,0.0,0.0,0.0,0.0,0.0,0.0,0.9969146847724915,0.06802725791931152
87,4.438012,271,252,317,291,271,252,317,290,79.86876896000001,72.278,294.0001220703125,0.03796517848968506,271.0,0.0,72.27798461914062,-0.08064204454421997,323.11358642578125,22.048654556274414,0.0,0.0,0.0,0.0,22.04865074157715,23.480623245239258,0.0,0.0,0.0,0.0,0.0,0.0,323.11358642578125,22.048654556274414,0.0,0.0,0.0,0.0,22.04865074157715,23.480623245239258,0.0,0.0,0.0,0.0,0.0,0.0,323.11358642578125,22.048654556274414,0.0,0.0,0.0,0.0,22.04865074157715,23.480623245239258,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,294.0001220703125,0.03796517848968506,271.0,0.0,72.27798461914062,-0.08064204454421997,0.9969072937965393,0.06803179532289505,0.0,0.0,0.0,0.0,0.06802703440189362,21.9807071685791,0.0,0.0,0.0,0.0,0.0,0.0,0.9969072937965393,0.06803179532289505,0.0,0.0,0.0,0.0,0.06802703440189362,21.9807071685791,0.0,0.0,0.0,0.0,0.0,0.0,0.9969072937965393,0.06803179532289505,0.0,0.0,0.0,0.0,0.06802703440189362,21.9807071685791,0.9969146847724915,0.0680275410413742,0.0,0.0,0.0,0.0,0.0,0.0,0.9969146847724915,0.0680275410413742,0.0,0.0,0.0,0.0,0.0,0.0,0.9969146847724915,0.0680275410413742
88,4.475978,271,251,316,291,270,251,315,291,79.86876896000001,74.0265,293.0032043457031,-0.032653503119945526,271.0,0.0,74.02647399902344,0.04417485371232033,323.1136779785156,22.048738479614258,0.0,0.0,0.0,0.0,22.048734664916992,23.4807071685791,0.0,0.0,0.0,0.0,0.0,0.0,323.1136779785156,22.048738479614258,0.0,0.0,0.0,0.0,22.048734664916992,23.4807071685791,0.0,0.0,0.0,0.0,0.0,0.0,323.1136779785156,22.048738479614258,0.0,0.0,0.0,0.0,22.048734664916992,23.4807071685791,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,293.0032043457031,-0.032653503119945526,271.0,0.0,74.02647399902344,0.04417485371232033,0.9969075322151184,0.06803245097398758,0.0,0.0,0.0,0.0,0.06802729517221451,21.98078155517578,0.0,0.0,0.0,0.0,0.0,0.0,0.9969075322151184,0.06803245097398758,0.0,0.0,0.0,0.0,0.06802729517221451,21.98078155517578,0.0,0.0,0.0,0.0,0.0,0.0,0.9969075322151184,0.06803245097398758,0.0,0.0,0.0,0.0,0.06802729517221451,21.98078155517578,0.9969146847724915,0.06802777945995331,0.0,0.0,0.0,0.0,0.0,0.0,0.9969146847724915,0.06802777945995331,0.0,0.0,0.0,0.0,0.0,0.0,0.9969146847724915,0.06802777945995331
89,4.515134,271,252,316,291,270,252,315,290,79.86876896000001,74.0323,292.9999084472656,-0.03065011464059353,271.0,0.0,74.03225708007812,0.041554879397153854,323.1137390136719,22.04881477355957,0.0,0.0,0.0,0.0,22.048809051513672,23.48078155517578,0.0,0.0,0.0,0.0,0.0,0.0,323.1137390136719,22.04881477355957,0.0,0.0,0.0,0.0,22.048809051513672,23.48078155517578,0.0,0.0,0.0,0.0,0.0,0.0,323.1137390136719,22.04881477355957,0.0,0.0,0.0,0.0,22.048809051513672,23.48078155517578,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,292.9999084472656,-0.03065011464059353,271.0,0.0,74.03225708007812,0.041554879397153854,0.9969077110290527,0.06803478300571442,0.0,0.0,0.0,0.0,0.06802752614021301,21.980844497680664,0.0,0.0,0.0,0.0,0.0,0.0,0.9969077110290527,0.06803478300571442,0.0,0.0,0.0,0.0,0.06802752614021301,21.980844497680664,0.0,0.0,0.0,0.0,0.0,0.0,0.9969077110290527,0.06803478300571442,0.0,0.0,0.0,0.0,0.06802752614021301,21.980844497680664,0.9969146847724915,0.06802799552679062,0.0,0.0,0.0,0.0,0.0,0.0,0.9969146847724915,0.06802799552679062,0.0,0.0,0.0,0.0,0.0,0.0,0.9969146847724915,0.06802799552679062
90,4.55316,271,251,316,291,270,251,315,291,79.8392414,74.0323,292.9999084472656,-0.028559526428580284,271.0,0.0,74.03226470947266,0.038719505071640015,323.1138000488281,22.048879623413086,0.0,0.0,0.0,0.0,22.048871994018555,23.480844497680664,0.0,0.0,0.0,0.0,0.0,0.0,323.1138000488281,22.048879623413086,0.0,0.0,0.0,0.0,22.048871994018555,23.480844497680664,0.0,0.0,0.0,0.0,0.0,0.0,323.1138000488281,22.048879623413086,0.0,0.0,0.0,0.0,22.048871994018555,23.480844497680664,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,292.9999084472656,-0.028559526428580284,271.0,0.0,74.03226470947266,0.038719505071640015,0.9969079494476318,0.0680352970957756,0.0,0.0,0.0,0.0,0.06802771985530853,21.980899810791016,0.0,0.0,0.0,0.0,0.0,0.0,0.9969079494476318,0.0680352970957756,0.0,0.0,0.0,0.0,0.06802771985530853,21.980899810791016,0.0,0.0,0.0,0.0,0.0,0.0,0.9969079494476318,0.0680352970957756,0.0,0.0,0.0,0.0,0.06802771985530853,21.980899810791016,0.9969146847724915,0.06802818179130554,0.0,0.0,0.0,0.0,0.0,0.0,0.9969146847724915,0.06802818179130554,0.0,0.0,0.0,0.0,0.0,0.0,0.9969146847724915,0.06802818179130554
91,4.591177,271,251,317,291,270,251,316,291,79.8392414,72.2838,293.996826171875,0.04141823202371597,271.0,0.0,72.28378295898438,-0.08323708921670914,323.1138610839844,22.048934936523438,0.0,0.0,0.0,0.0,22.048927307128906,23.480899810791016,0.0,0.0,0.0,0.0,0.0,0.0,323.1138610839844,22.048934936523438,0.0,0.0,0.0,0.0,22.048927307128906,23.480899810791016,0.0,0.0,0.0,0.0,0.0,0.0,323.1138610839844,22.048934936523438,0.0,0.0,0.0,0.0,22.048927307128906,23.480899810791016,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,293.996826171875,0.04141823202371597,271.0,0.0,72.28378295898438,-0.08323708921670914,0.9969081282615662,0.06803590059280396,0.0,0.0,0.0,0.0,0.06802789121866226,21.980947494506836,0.0,0.0,0.0,0.0,0.0,0.0,0.9969081282615662,0.06803590059280396,0.0,0.0,0.0,0.0,0.06802789121866226,21.980947494506836,0.0,0.0,0.0,0.0,0.0,0.0,0.9969081282615662,0.06803590059280396,0.0,0.0,0.0,0.0,0.06802789121866226,21.980947494506836,0.9969146847724915,0.06802833825349808,0.0,0.0,0.0,0.0,0.0,0.0,0.9969146847724915,0.06802833825349808,0.0,0.0,0.0,0.0,0.0,0.0,0.9969146847724915,0.06802833825349808
92,4.629739,271,251,317,291,271,251,317,291,80.48228604,72.278,294.0001220703125,0.03881692513823509,271.0,0.0,72.27801513671875,-0.07795090973377228,323.1139221191406,22.048982620239258,0.0,0.0,0.0,0.0,22.048974990844727,23.480947494506836,0.0,0.0,0.0,0.0,0.0,0.0,323.1139221191406,22.048982620239258,0.0,0.0,0.0,0.0,22.048974990844727,23.480947494506836,0.0,0.0,0.0,0.0,0.0,0.0,323.1139221191406,22.048982620239258,0.0,0.0,0.0,0.0,22.048974990844727,23.480947494506836,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,294.0001220703125,0.03881692513823509,271.0,0.0,72.27801513671875,-0.07795090973377228,0.9969083070755005,0.06803610175848007,0.0,0.0,0.0,0.0,0.0680280402302742,21.980989456176758,0.0,0.0,0.0,0.0,0.0,0.0,0.9969083070755005,0.06803610175848007,0.0,0.0,0.0,0.0,0.0680280402302742,21.980989456176758,0.0,0.0,0.0,0.0,0.0,0.0,0.9969083070755005,0.06803610175848007,0.0,0.0,0.0,0.0,0.0680280402302742,21.980989456176758,0.9969146847724915,0.06802847236394882,0.0,0.0,0.0,0.0,0.0,0.0,0.9969146847724915,0.06802847236394882,0.0,0.0,0.0,0.0,0.0,0.0,0.9969146847724915,0.06802847236394882
93,4.667211,271,251,316,291,270,251,315,291,80.48228604,74.0265,293.0032043457031,-0.03186073526740074,271.0,0.0,74.02648162841797,0.0466822050511837,323.11395263671875,22.049026489257812,0.0,0.0,0.0,0.0,22.04901695251465,23.480989456176758,0.0,0.0,0.0,0.0,0.0,0.0,323.11395263671875,22.049026489257812,0.0,0.0,0.0,0.0,22.04901695251465,23.480989456176758,0.0,0.0,0.0,0.0,0.0,0.0,323.11395263671875,22.049026489257812,0.0,0.0,0.0,0.0,22.04901695251465,23.480989456176758,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,293.0032043457031,-0.03186073526740074,271.0,0.0,74.02648162841797,0.0466822050511837,0.99690842628479,0.06803696602582932,0.0,0.0,0.0,0.0,0.06802816689014435,21.98102569580078,0.0,0.0,0.0,0.0,0.0,0.0,0.99690842628479,0.06803696602582932,0.0,0.0,0.0,0.0,0.06802816689014435,21.98102569580078,0.0,0.0,0.0,0.0,0.0,0.0,0.99690842628479,0.06803696602582932,0.0,0.0,0.0,0.0,0.06802816689014435,21.98102569580078,0.9969146847724915,0.06802859902381897,0.0,0.0,0.0,0.0,0.0,0.0,0.9969146847724915,0.06802859902381897,0.0,0.0,0.0,0.0,0.0,0.0,0.9969146847724915,0.06802859902381897
94,4.7055299999999995,271,252,316,291,270,252,315,290,79.98031752000001,74.0323,292.9999084472656,-0.029911303892731667,271.0,0.0,74.03226470947266,0.043890926986932755,323.114013671875,22.049062728881836,0.0,0.0,0.0,0.0,22.049053192138672,23.48102569580078,0.0,0.0,0.0,0.0,0.0,0.0,323.114013671875,22.049062728881836,0.0,0.0,0.0,0.0,22.049053192138672,23.48102569580078,0.0,0.0,0.0,0.0,0.0,0.0,323.114013671875,22.049062728881836,0.0,0.0,0.0,0.0,22.049053192138672,23.48102569580078,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,292.9999084472656,-0.029911303892731667,271.0,0.0,74.03226470947266,0.043890926986932755,0.9969086050987244,0.06803775578737259,0.0,0.0,0.0,0.0,0.0680282786488533,21.98105812072754,0.0,0.0,0.0,0.0,0.0,0.0,0.9969086050987244,0.06803775578737259,0.0,0.0,0.0,0.0,0.0680282786488533,21.98105812072754,0.0,0.0,0.0,0.0,0.0,0.0,0.9969086050987244,0.06803775578737259,0.0,0.0,0.0,0.0,0.0680282786488533,21.98105812072754,0.9969146847724915,0.06802869588136673,0.0,0.0,0.0,0.0,0.0,0.0,0.9969146847724915,0.06802869588136673,0.0,0.0,0.0,0.0,0.0,0.0,0.9969146847724915,0.06802869588136673
95,4.7424479999999996,271,251,317,291,270,251,316,291,79.98031752000001,72.2838,293.996826171875,0.040158260613679886,271.0,0.0,72.28379821777344,-0.07841836661100388,323.1140441894531,22.049095153808594,0.0,0.0,0.0,0.0,22.04908561706543,23.48105812072754,0.0,0.0,0.0,0.0,0.0,0.0,323.1140441894531,22.049095153808594,0.0,0.0,0.0,0.0,22.04908561706543,23.48105812072754,0.0,0.0,0.0,0.0,0.0,0.0,323.1140441894531,22.049095153808594,0.0,0.0,0.0,0.0,22.04908561706543,23.48105812072754,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,293.996826171875,0.040158260613679886,271.0,0.0,72.28379821777344,-0.07841836661100388,0.9969086647033691,0.06803921610116959,0.0,0.0,0.0,0.0,0.06802838295698166,21.9810848236084,0.0,0.0,0.0,0.0,0.0,0.0,0.9969086647033691,0.06803921610116959,0.0,0.0,0.0,0.0,0.06802838295698166,21.9810848236084,0.0,0.0,0.0,0.0,0.0,0.0,0.9969086647033691,0.06803921610116959,0.0,0.0,0.0,0.0,0.06802838295698166,21.9810848236084,0.9969146847724915,0.06802878528833389,0.0,0.0,0.0,0.0,0.0,0.0,0.9969146847724915,0.06802878528833389,0.0,0.0,0.0,0.0,0.0,0.0,0.9969146847724915,0.06802878528833389
96,4.7800709999999995,271,251,317,291,271,251,317,291,79.98031752000001,72.278,294.0001220703125,0.03764205798506737,271.0,0.0,72.27803039550781,-0.07346121221780777,323.11407470703125,22.049123764038086,0.0,0.0,0.0,0.0,22.04911231994629,23.4810848236084,0.0,0.0,0.0,0.0,0.0,0.0,323.11407470703125,22.049123764038086,0.0,0.0,0.0,0.0,22.04911231994629,23.4810848236084,0.0,0.0,0.0,0.0,0.0,0.0,323.11407470703125,22.049123764038086,0.0,0.0,0.0,0.0,22.04911231994629,23.4810848236084,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,294.0001220703125,0.03764205798506737,271.0,0.0,72.27803039550781,-0.07346121221780777,0.9969087839126587,0.06803926825523376,0.0,0.0,0.0,0.0,0.06802846491336823,21.981109619140625,0.0,0.0,0.0,0.0,0.0,0.0,0.9969087839126587,0.06803926825523376,0.0,0.0,0.0,0.0,0.06802846491336823,21.981109619140625,0.0,0.0,0.0,0.0,0.0,0.0,0.9969087839126587,0.06803926825523376,0.0,0.0,0.0,0.0,0.06802846491336823,21.981109619140625,0.9969146847724915,0.06802886724472046,0.0,0.0,0.0,0.0,0.0,0.0,0.9969146847724915,0.06802886724472046,0.0,0.0,0.0,0.0,0.0,0.0,0.9969146847724915,0.06802886724472046
97,4.818898,271,252,317,291,271,252,317,290,80.00984507999999,72.278,294.0001220703125,0.03507394716143608,271.0,0.0,72.27802276611328,-0.0684485211968422,323.11407470703125,22.049148559570312,0.0,0.0,0.0,0.0,22.04913902282715,23.481109619140625,0.0,0.0,0.0,0.0,0.0,0.0,323.11407470703125,22.049148559570312,0.0,0.0,0.0,0.0,22.04913902282715,23.481109619140625,0.0,0.0,0.0,0.0,0.0,0.0,323.11407470703125,22.049148559570312,0.0,0.0,0.0,0.0,22.04913902282715,23.481109619140625,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,294.0001220703125,0.03507394716143608,271.0,0.0,72.27802276611328,-0.0684485211968422,0.9969087839126587,0.06803758442401886,0.0,0.0,0.0,0.0,0.06802854686975479,21.981130599975586,0.0,0.0,0.0,0.0,0.0,0.0,0.9969087839126587,0.06803758442401886,0.0,0.0,0.0,0.0,0.06802854686975479,21.981130599975586,0.0,0.0,0.0,0.0,0.0,0.0,0.9969087839126587,0.06803758442401886,0.0,0.0,0.0,0.0,0.06802854686975479,21.981130599975586,0.9969146847724915,0.06802894920110703,0.0,0.0,0.0,0.0,0.0,0.0,0.9969146847724915,0.06802894920110703,0.0,0.0,0.0,0.0,0.0,0.0,0.9969146847724915,0.06802894920110703
98,4.858911,271,251,317,291,271,251,317,291,80.00984507999999,72.278,294.0001220703125,0.03268022835254669,271.0,0.0,72.27803802490234,-0.06377629935741425,323.1141052246094,22.04916763305664,0.0,0.0,0.0,0.0,22.04916000366211,23.481130599975586,0.0,0.0,0.0,0.0,0.0,0.0,323.1141052246094,22.04916763305664,0.0,0.0,0.0,0.0,22.04916000366211,23.481130599975586,0.0,0.0,0.0,0.0,0.0,0.0,323.1141052246094,22.04916763305664,0.0,0.0,0.0,0.0,22.04916000366211,23.481130599975586,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,294.0001220703125,0.03268022835254669,271.0,0.0,72.27803802490234,-0.06377629935741425,0.9969088435173035,0.0680377334356308,0.0,0.0,0.0,0.0,0.06802860647439957,21.98114776611328,0.0,0.0,0.0,0.0,0.0,0.0,0.9969088435173035,0.0680377334356308,0.0,0.0,0.0,0.0,0.06802860647439957,21.98114776611328,0.0,0.0,0.0,0.0,0.0,0.0,0.9969088435173035,0.0680377334356308,0.0,0.0,0.0,0.0,0.06802860647439957,21.98114776611328,0.9969146847724915,0.0680290013551712,0.0,0.0,0.0,0.0,0.0,0.0,0.9969146847724915,0.0680290013551712,0.0,0.0,0.0,0.0,0.0,0.0,0.9969146847724915,0.0680290013551712
99,4.898223,271,251,316,291,270,251,315,291,79.91470072000001,74.0265,293.003173828125,-0.03758061304688454,271.0,0.0,74.02652740478516,0.059891749173402786,323.1141357421875,22.049184799194336,0.0,0.0,0.0,0.0,22.049177169799805,23.48114776611328,0.0,0.0,0.0,0.0,0.0,0.0,323.1141357421875,22.049184799194336,0.0,0.0,0.0,0.0,22.049177169799805,23.48114776611328,0.0,0.0,0.0,0.0,0.0,0.0,323.1141357421875,22.049184799194336,0.0,0.0,0.0,0.0,22.049177169799805,23.48114776611328,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,293.003173828125,-0.03758061304688454,271.0,0.0,74.02652740478516,0.059891749173402786,0.996908962726593,0.06803596764802933,0.0,0.0,0.0,0.0,0.06802865862846375,21.981163024902344,0.0,0.0,0.0,0.0,0.0,0.0,0.996908962726593,0.06803596764802933,0.0,0.0,0.0,0.0,0.06802865862846375,21.981163024902344,0.0,0.0,0.0,0.0,0.0,0.0,0.996908962726593,0.06803596764802933,0.0,0.0,0.0,0.0,0.06802865862846375,21.981163024902344,0.9969146847724915,0.06802905350923538,0.0,0.0,0.0,0.0,0.0,0.0,0.9969146847724915,0.06802905350923538,0.0,0.0,0.0,0.0,0.0,0.0,0.9969146847724915,0.06802905350923538
100,4.9368,271,251,316,290,270,251,315,289,79.91470072000001,74.0323,292.9999084472656,-0.035240866243839264,270.0030822753906,-0.06802909821271896,74.03230285644531,0.05619891732931137,323.1141357421875,22.049198150634766,0.0,0.0,0.0,0.0,22.049192428588867,23.481163024902344,0.0,0.0,0.0,0.0,0.0,0.0,323.1141357421875,22.049198150634766,0.0,0.0,0.0,0.0,22.049192428588867,23.481163024902344,0.0,0.0,0.0,0.0,0.0,0.0,323.1141357421875,22.049198150634766,0.0,0.0,0.0,0.0,22.049192428588867,23.481163024902344,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,292.9999084472656,-0.035240866243839264,270.0030822753906,-0.06802909821271896,74.03230285644531,0.05619891732931137,0.996908962726593,0.06803487986326218,0.0,0.0,0.0,0.0,0.06802871078252792,21.981176376342773,0.0,0.0,0.0,0.0,0.0,0.0,0.996908962726593,0.06803487986326218,0.0,0.0,0.0,0.0,0.06802871078252792,21.981176376342773,0.0,0.0,0.0,0.0,0.0,0.0,0.996908962726593,0.06803487986326218,0.0,0.0,0.0,0.0,0.06802871078252792,21.981176376342773,0.9969146847724915,0.06802909821271896,0.0,0.0,0.0,0.0,0.0,0.0,0.9969146847724915,0.06802909821271896,0.0,0.0,0.0,0.0,0.0,0.0,0.9969146847724915,0.06802909821271896
